id_parlamentar,casa,id_legislatura,data_inicio,data_fim,situacao,cod_causa_fim_exercicio,desc_causa_fim_exercicio
5595,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
5595,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5997,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5997,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5985,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5985,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
63,senado,49,1991-02-01,1995-01-31,1º Suplente,175,Término do mandato
63,senado,50,1995-02-01,1999-01-31,1º Suplente,175,Término do mandato
63,senado,51,1999-02-01,2003-01-31,Titular,1373,Término do mandato
63,senado,52,2003-02-01,2007-01-31,Titular,1373,Término do mandato
63,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
63,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5281,senado,55,2015-02-01,2019-01-31,1º Suplente,NA,NA
5281,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
6006,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
6006,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5525,senado,55,2015-02-01,2019-01-31,Titular,NA,NA
5525,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
6024,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
6024,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5924,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5924,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5523,senado,55,2015-02-01,2019-01-31,Titular,NA,NA
5523,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5925,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5925,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5599,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
5599,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5966,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5966,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
6022,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
6022,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5617,senado,55,2015-02-01,2019-01-31,2º Suplente,2800,Retorno do titular
5617,senado,56,2019-02-01,2023-01-31,2º Suplente,2800,Retorno do titular
5928,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5928,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5927,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5927,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
336,senado,55,2015-02-01,2019-01-31,1º Suplente,NA,NA
336,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5901,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5901,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5589,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
5589,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
825,senado,52,2003-02-01,2007-01-31,Titular,1747,Término do mandato
825,senado,53,2007-02-01,2011-01-31,Titular,1747,Término do mandato
825,senado,54,2011-02-01,2015-01-31,Titular,2616,Término do mandato
825,senado,55,2015-02-01,2019-01-31,Titular,2616,Término do mandato
825,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
825,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
374,senado,55,2015-02-01,2019-01-31,Titular,NA,NA
374,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5921,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5921,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
6023,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
6023,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
453,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
453,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
674,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
674,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
4606,senado,55,2015-02-01,2019-01-31,1º Suplente,2802,Retorno do titular
4606,senado,56,2019-02-01,2023-01-31,1º Suplente,2802,Retorno do titular
5922,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5922,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5502,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5502,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5936,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5936,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5971,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5971,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5984,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5984,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5913,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5913,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5012,senado,54,2011-02-01,2015-01-31,Titular,2618,Término do mandato
5012,senado,55,2015-02-01,2019-01-31,Titular,2618,Término do mandato
5012,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5012,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
6018,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
6018,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5236,senado,55,2015-02-01,2019-01-31,Titular,NA,NA
5236,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
70,senado,50,1995-02-01,1999-01-31,Titular,764,Término do mandato
70,senado,51,1999-02-01,2003-01-31,Titular,764,Término do mandato
70,senado,52,2003-02-01,2007-01-31,Titular,1720,Término do mandato
70,senado,53,2007-02-01,2011-01-31,Titular,1720,Término do mandato
70,senado,54,2011-02-01,2015-01-31,Titular,2619,Término do mandato
70,senado,55,2015-02-01,2019-01-31,Titular,2619,Término do mandato
70,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
70,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5934,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5934,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5561,senado,55,2015-02-01,2019-01-31,1º Suplente,NA,NA
5561,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5257,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5257,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5635,senado,55,2015-02-01,2019-01-31,1º Suplente,2803,Licença Saúde-Particular
5635,senado,56,2019-02-01,2023-01-31,1º Suplente,2803,Licença Saúde-Particular
5892,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5892,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
677,senado,55,2015-02-01,2019-01-31,Titular,2812,Licença Particular
677,senado,56,2019-02-01,2023-01-31,Titular,2812,Licença Particular
5986,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5986,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5905,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5905,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5732,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5732,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5352,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5352,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5322,senado,55,2015-02-01,2019-01-31,Titular,NA,NA
5322,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
456,senado,55,2015-02-01,2019-01-31,Titular,2748,Renúncia
456,senado,56,2019-02-01,2023-01-31,Titular,2748,Renúncia
5945,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5945,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5601,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
5601,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5944,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5944,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
2331,senado,55,2015-02-01,2019-01-31,Titular,NA,NA
2331,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5911,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5911,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5621,senado,55,2015-02-01,2019-01-31,2º Suplente,2852,Retorno do titular
5621,senado,56,2019-02-01,2023-01-31,2º Suplente,2852,Retorno do titular
6021,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
6021,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5038,senado,54,2011-02-01,2015-01-31,1º Suplente,2722,Retorno do titular
5038,senado,55,2015-02-01,2019-01-31,1º Suplente,2722,Retorno do titular
5038,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5038,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5974,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5974,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5583,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
5583,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5611,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
5611,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5563,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
5563,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5916,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5916,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5056,senado,54,2011-02-01,2015-01-31,2º Suplente,NA,NA
5056,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
5056,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5056,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5527,senado,55,2015-02-01,2019-01-31,Titular,NA,NA
5527,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
6005,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
6005,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5988,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5988,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5959,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5959,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5893,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5893,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
5995,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5995,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
4560,senado,54,2011-02-01,2015-01-31,Titular,2624,Término do mandato
4560,senado,55,2015-02-01,2019-01-31,Titular,2624,Término do mandato
4560,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
4560,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
3396,senado,52,2003-02-01,2007-01-31,Titular,1728,Término do mandato
3396,senado,53,2007-02-01,2011-01-31,Titular,1728,Término do mandato
3396,senado,55,2015-02-01,2019-01-31,Titular,NA,NA
3396,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5535,senado,55,2015-02-01,2019-01-31,Titular,2861,Licença Saúde-Particular
5535,senado,56,2019-02-01,2023-01-31,Titular,2861,Licença Saúde-Particular
6004,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
6004,senado,57,2023-02-01,2027-01-31,2º Suplente,NA,NA
5629,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
5629,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5619,senado,55,2015-02-01,2019-01-31,1º Suplente,2851,Licença Saúde-Particular
5619,senado,56,2019-02-01,2023-01-31,1º Suplente,2851,Licença Saúde-Particular
375,senado,55,2015-02-01,2019-01-31,1º Suplente,NA,NA
375,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5899,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5899,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5748,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5748,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5919,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5919,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
4786,senado,53,2007-02-01,2011-01-31,1º Suplente,2490,Retorno do titular
4786,senado,54,2011-02-01,2015-01-31,1º Suplente,2490,Retorno do titular
4786,senado,55,2015-02-01,2019-01-31,2º Suplente,2804,Retorno do titular
4786,senado,56,2019-02-01,2023-01-31,2º Suplente,2804,Retorno do titular
791,senado,55,2015-02-01,2019-01-31,2º Suplente,NA,NA
791,senado,56,2019-02-01,2023-01-31,2º Suplente,NA,NA
5914,senado,56,2019-02-01,2023-01-31,1º Suplente,NA,NA
5914,senado,57,2023-02-01,2027-01-31,1º Suplente,NA,NA
1173,senado,55,2015-02-01,2019-01-31,Titular,NA,NA
1173,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5411,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5411,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
5783,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
5783,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
3806,senado,56,2019-02-01,2023-01-31,Titular,NA,NA
3806,senado,57,2023-02-01,2027-01-31,Titular,NA,NA
