grupo_atividade_economica,id_parlamentar,nome_eleitoral,sg_partido,uf,cnpj,razao_social,data_entrada_sociedade
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",74646,AÉCIO NEVES,PSDB,MG,16584534000304,PERFIL AGROPECUARIA E FLORESTAL LTDA,2012-12-26
ATIVIDADES IMOBILIÁRIAS,160589,BRUNA FURLAN,PSDB,SP,16593734000161,CAVIUNA EMPREENDIMENTOS E PARTICIPACOES LTDA,2012-07-16
CONSTRUÇÃO,178993,CARLOS HENRIQUE GAGUIM,DEM,TO,16733548000180,JARAGUA EMPREENDIMENTOS IMOBILIARIOS LTDA,2012-08-20
"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",160511,ALESSANDRO MOLON,PSB,RJ,16739253000111,"MOLON, BICHARA & VIEIRA ADVOGADOS ASSOCIADOS",2012-08-03
ATIVIDADES IMOBILIÁRIAS,4770,Izalci Lucas,PSDB,DF,16813994000103,IMOBILIARIA GIS LTDA,2012-08-29
INFORMAÇÃO E COMUNICAÇÃO,178895,MISAEL VARELLA,PSD,MG,16827347000142,RADIO PRINCESA DA MATA LTDA.,1981-06-22
INFORMAÇÃO E COMUNICAÇÃO,67138,IRACEMA PORTELLA,PP,PI,16857917000147,SPEED PRODUTORA LTDA,2012-09-14
INFORMAÇÃO E COMUNICAÇÃO,739,Ciro Nogueira,PP,PI,16857917000147,SPEED PRODUTORA LTDA,2012-09-14
EDUCAÇÃO,204465,HAROLDO CATHEDRAL,PSD,RR,16875105000124,SOCIEDADE EDUCACIONAL SION LTDA,2012-09-18
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",204560,ADOLFO VIANA,PSDB,BA,16934552000107,A2 PARTICIPACOES LTDA,2012-09-28
"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",98057,LAFAYETTE DE ANDRADA,REPUBLICANOS,MG,16991667000133,LAFAYETTE DE ANDRADA SOCIEDADE DE ADVOGADOS,2012-09-03
ATIVIDADES IMOBILIÁRIAS,178912,PEDRO CUNHA LIMA,PSDB,PB,17020403000103,SMP EMPREENDIMENTOS E PARTICIPACOES S/A,2012-10-17
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",143632,DOMINGOS NETO,PSD,CE,17024017000181,DN PARTICIPACOES EIRELI,2012-09-20
CONSTRUÇÃO,204539,HERCÍLIO COELHO DINIZ,MDB,MG,17043891000166,VITRINE EMPREENDIMENTOS IMOBILIARIOS LTDA,2012-10-22
OUTRAS ATIVIDADES PROFISSIONAIS,204450,DR. LUIZ ANTONIO TEIXEIRA JR.,PP,RJ,17047193000139,L.A. CONSULTORIA E MARKETING LTDA,2012-10-23
INFORMAÇÃO E COMUNICAÇÃO,204427,FERNANDO RODOLFO,PL,PE,17066205000172,VASCONCELOS COMUNICACOES LTDA,2012-10-16
"ARTES, CULTURA, ESPORTE E RECREAÇÃO",74158,MÁRIO HERINGER,PDT,MG,17123688000108,GREMIO MANHUMIRIENSE DE DESPORTOS,2005-09-12
ATIVIDADES IMOBILIÁRIAS,5385,Irajá,PSD,TO,17151350000151,ALIANCA IMOVEIS RURAIS E AGRONEGOCIOS LTDA,2012-09-04
ALOJAMENTO E ALIMENTAÇÃO,5385,Irajá,PSD,TO,17151410000136,ABREU E SILVESTRE HOTELARIA LTDA,2012-08-14
ATIVIDADES IMOBILIÁRIAS,5385,Irajá,PSD,TO,17151486000161,ALIANCA IMOVEIS URBANOS E EMPREENDIMENTOS IMOBILIARIOS LTDA,2012-09-14
VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,178896,NEWTON CARDOSO JR,MDB,MG,17159559000161,COMPANHIA SIDERURGICA PITANGUI,2001-07-24
ATIVIDADES IMOBILIÁRIAS,178896,NEWTON CARDOSO JR,MDB,MG,17159559000242,COMPANHIA SIDERURGICA PITANGUI,2001-07-24
INDÚSTRIA METALÚRGICA,178896,NEWTON CARDOSO JR,MDB,MG,17159559000323,COMPANHIA SIDERURGICA PITANGUI,2001-07-24
MINERAÇÃO,178896,NEWTON CARDOSO JR,MDB,MG,17159559000404,COMPANHIA SIDERURGICA PITANGUI,2001-07-24
INDÚSTRIA METALÚRGICA,178896,NEWTON CARDOSO JR,MDB,MG,17159559000595,COMPANHIA SIDERURGICA PITANGUI,2001-07-24
INDÚSTRIA METALÚRGICA,178896,NEWTON CARDOSO JR,MDB,MG,17159559000676,COMPANHIA SIDERURGICA PITANGUI,2001-07-24
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,17159559000757,COMPANHIA SIDERURGICA PITANGUI,2001-07-24
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,17159559000838,COMPANHIA SIDERURGICA PITANGUI,2001-07-24
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",160600,ARTHUR OLIVEIRA MAIA,DEM,BA,17186484000108,OMS EMPREENDIMENTOS E PARTICIPACOES LTDA,2012-11-19
CONSTRUÇÃO,166402,MAGDA MOFATTO,PL,GO,17230537000140,SAMAMBAIA EMPREENDIMENTOS IMOBILIARIOS LTDA,2012-11-24
COMÉRCIO VAREJISTA,204548,HEITOR FREIRE,PSL,CE,17231969000176,MILFORD COMERCIAL EIRELI,2014-11-20
OUTRAS ATIVIDADES PROFISSIONAIS,67138,IRACEMA PORTELLA,PP,PI,17292363000140,SPEED MARKETING E COMUNICACOES LTDA,2012-12-12
OUTRAS ATIVIDADES PROFISSIONAIS,739,Ciro Nogueira,PP,PI,17292363000140,SPEED MARKETING E COMUNICACOES LTDA,2012-12-12
"ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA",204506,MARCOS PEREIRA,REPUBLICANOS,SP,17331820000169,MARCOS PEREIRA E OLIVEIRA SOCIEDADE DE ADVOGADOS,2012-12-12
OUTRAS ATIVIDADES DE SERVIÇOS,204488,CÉLIO STUDART,PV,CE,17351953000105,INSTITUTO POLITIZAR,2012-12-18
EDUCAÇÃO,204390,PROFESSOR ALCIDES,PP,GO,17436355000120,COLEGIO DE APLICACAO DA UNIFAN REMANSO LTDA,2013-01-18
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178895,MISAEL VARELLA,PSD,MG,17454190000110,AGROPECUARIA LAEL VARELLA LTDA,1982-07-07
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178895,MISAEL VARELLA,PSD,MG,17454190000209,AGROPECUARIA LAEL VARELLA LTDA,1982-07-07
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178895,MISAEL VARELLA,PSD,MG,17454190000381,AGROPECUARIA LAEL VARELLA LTDA,1982-07-07
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178895,MISAEL VARELLA,PSD,MG,17454190000462,AGROPECUARIA LAEL VARELLA LTDA,1982-07-07
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178895,MISAEL VARELLA,PSD,MG,17454190000543,AGROPECUARIA LAEL VARELLA LTDA,1982-07-07
OUTRAS ATIVIDADES ADMINISTRATIVAS,160600,ARTHUR OLIVEIRA MAIA,DEM,BA,17458742000168,MM LOCACAO DE MAQUINAS E EQUIPAMENTOS LTDA,2013-01-22
ALOJAMENTO E ALIMENTAÇÃO,178993,CARLOS HENRIQUE GAGUIM,DEM,TO,17490415000193,APARTHOTEL TOMAZINI LTDA,2012-12-27
OUTRAS ATIVIDADES DE SERVIÇOS,204539,HERCÍLIO COELHO DINIZ,MDB,MG,17511734000138,AMIS ASSOCIACAO MINEIRA DE SUPERMERCADOS,2015-12-04
OUTRAS ATIVIDADES DE SERVIÇOS,204539,HERCÍLIO COELHO DINIZ,MDB,MG,17511734000219,AMIS ASSOCIACAO MINEIRA DE SUPERMERCADOS,2015-12-04
EDUCAÇÃO,204390,PROFESSOR ALCIDES,PP,GO,17518514000136,COLEGIO DE APLICACAO ALFREDO NASSER LTDA,2013-01-18
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",74356,SILAS CÂMARA,REPUBLICANOS,AM,17547272000109,MILENIUM - SOCIEDADE DE PARTICIPACAO E ADMINISTRACAO LTDA S/S,2012-12-19
CONSTRUÇÃO,178934,TONINHO WANDSCHEER,PROS,PR,17560705000166,W.R. EMPREENDIMENTOS IMOBILIARIOS LTDA.,2012-11-07
INDÚSTRIA ALIMENTÍCIA E DE BEBIDAS,204390,PROFESSOR ALCIDES,PP,GO,17650583000107,ABATEDORA AVICOLA ALVES LTDA,2017-05-17
"TRANSPORTE, ARMAZENAGEM E CORREIO",204456,GUTEMBERG REIS,MDB,RJ,17697292000166,VGR SOLUCOES AMBIENTAIS LTDA,2012-07-04
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",160600,ARTHUR OLIVEIRA MAIA,DEM,BA,17764014000184,MRA EMPREENDIMENTOS E PARTICIPACOES LTDA,2013-03-15
OUTRAS ATIVIDADES PROFISSIONAIS,141555,VINICIUS CARVALHO,REPUBLICANOS,SP,17812766000173,SCARPINI & CARVALHO LTDA,2013-03-25
INDÚSTRIA AUTOMOBILÍSTICA E DE TRANSPORTE,141408,CLEBER VERDE,REPUBLICANOS,MA,17860179000150,RCL VEICULOS ALTERNATIVOS IMPORTACAO E EXPORTACAO LTDA,2016-02-29
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,141408,CLEBER VERDE,REPUBLICANOS,MA,17860179000230,RCL VEICULOS ALTERNATIVOS IMPORTACAO E EXPORTACAO LTDA,2016-02-29
INDÚSTRIA AUTOMOBILÍSTICA E DE TRANSPORTE,141408,CLEBER VERDE,REPUBLICANOS,MA,17860179000311,RCL VEICULOS ALTERNATIVOS IMPORTACAO E EXPORTACAO LTDA,2016-02-29
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,141408,CLEBER VERDE,REPUBLICANOS,MA,17860179000400,RCL VEICULOS ALTERNATIVOS IMPORTACAO E EXPORTACAO LTDA,2016-02-29
COMÉRCIO VAREJISTA,204390,PROFESSOR ALCIDES,PP,GO,17873104000103,ARF COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHOS LTDA,2013-04-04
OUTRAS ATIVIDADES PROFISSIONAIS,204415,NEREU CRISPIM,PSL,RS,17907000000172,CARBONDOOR AMBIENTAL LTDA,2013-04-09
COMÉRCIO VAREJISTA,204390,PROFESSOR ALCIDES,PP,GO,17929111000180,BAZAR PROFESSOR ALCIDES RIBEIRO LTDA,2017-09-06
INFORMAÇÃO E COMUNICAÇÃO,137070,VICENTINHO JÚNIOR,PL,TO,17932205000108,VISAO DE COMUNICACAO LTDA,2013-04-15
ATIVIDADES IMOBILIÁRIAS,116379,DARCI DE MATOS,PSD,SC,17962547000170,LAGO DA SERRA LOCACAO PARA EVENTOS LTDA.,2019-05-02
ATIVIDADES IMOBILIÁRIAS,67138,IRACEMA PORTELLA,PP,PI,18158112000130,CNLF EMPREENDIMENTOS  IMOBILIARIOS LTDA,2013-05-20
ATIVIDADES IMOBILIÁRIAS,739,Ciro Nogueira,PP,PI,18158112000130,CNLF EMPREENDIMENTOS  IMOBILIARIOS LTDA,2013-05-20
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",5385,Irajá,PSD,TO,18341050000106,ALIANCA PONTE ALTA IMOVEIS RURAIS E AGRONEGOCIOS LTDA,2013-05-07
SAÚDE HUMANA E SERVIÇOS SOCIAIS,74158,MÁRIO HERINGER,PDT,MG,18379155000146,MLH MED. SERVICOS MEDICOS HOSPITALARES LTDA,2013-05-27
INDÚSTRIA METALÚRGICA,74352,NILSON PINTO,PSDB,PA,18474319000114,CERAMICA BARRO FORTE INDUSTRIA E COMERCIO LTDA,2013-07-12
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",160655,RICARDO IZAR,PP,SP,18512253000100,RAZI PARTICIPACOES SOCIETARIAS E INTERMEDIACAO DE NEGOCIOS LTDA,2013-07-18
EDUCAÇÃO,204425,SILVIO COSTA FILHO,REPUBLICANOS,PE,18684293000139,GRUPO EDUCACIONAL MATA NORTE LTDA,2013-08-15
OUTRAS ATIVIDADES PROFISSIONAIS,204573,OTTO ALENCAR FILHO,PSD,BA,18695654000142,BAHIA IRON CONSULTORIA EM MINERACAO LTDA,2014-09-18
OUTRAS ATIVIDADES DE SERVIÇOS,204442,GURGEL,PSL,RJ,18710176000100,INSTITUTO BRASILEIRO DE SEGURANCA PUBLICA E PESQUISA - IBRASPPE,2013-06-27
OUTRAS ATIVIDADES PROFISSIONAIS,204573,OTTO ALENCAR FILHO,PSD,BA,18716249000163,MG IRON CONSULTORIA EM MINERACAO LTDA,2015-01-15
ATIVIDADES IMOBILIÁRIAS,141458,JOÃO CARLOS BACELAR,PL,BA,18740592000143,COSTA ESMERALDA EMPREENDIMENTOS E PARTICIPACOES LTDA,2013-08-20
INFORMAÇÃO E COMUNICAÇÃO,204438,SERGIO TOLEDO,PL,AL,18862673000116,S4 SERVICOS DE MICROFILMAGENS E PROCESSAMENTO DE DADOS LTDA,2013-09-11
"COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS",204500,EDUARDO COSTA,PTB,PA,18949357000186,CMRV ALIMENTOS LTDA,2017-07-18
"ARTES, CULTURA, ESPORTE E RECREAÇÃO",160640,EROS BIONDINI,PROS,MG,18986213000108,LOUVARTE PRODUCOES ARTISTICAS E CULTURAIS LTDA,2013-10-01
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",178895,MISAEL VARELLA,PSD,MG,19011816000149,LAEL VARELLA ADMINISTRACAO E ASSESSORIA LTDA,1976-07-23
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",73788,RICARDO BARROS,PP,PR,19054433000158,CORRESPONDENTE BANCARIO MAIS EM CONTA S/A,2013-09-12
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",178983,MARCIO ALVINO,PL,SP,19072474000177,SEALSO PARTICIPACOES SIMPLES LTDA,2013-09-16
EDUCAÇÃO,204425,SILVIO COSTA FILHO,REPUBLICANOS,PE,19106427000105,CENTRO EDUCACIONAL COSTA E GONCALVES LTDA,2013-10-21
VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,204439,DR. LEONARDO,SOLIDARIEDADE,MT,19202575000115,CASA LOTERICA CACERES LTDA,2017-09-28
ATIVIDADES IMOBILIÁRIAS,204485,LUIZ CARLOS MOTTA,PL,SP,19239908000180,TEMM PARTICIPACOES LTDA,2013-11-12
OUTRAS ATIVIDADES DE SERVIÇOS,204474,JUAREZ COSTA,MDB,MT,19242458000185,ASSOCIACAO DOS MUNICIPIOS IMPACTADOS POR USINAS HIDRELETRICAS DO NORTE MATO-GROSSENSE - AMIU,2013-10-17
ATIVIDADES IMOBILIÁRIAS,178983,MARCIO ALVINO,PL,SP,19324835000125,JOLUALSO ADMINISTRACAO DE BENS LTDA,2013-11-27
EDUCAÇÃO,141408,CLEBER VERDE,REPUBLICANOS,MA,19413106000145,INSTITUTO TECNOLOGICO DE EDUCACAO VERBO LTDA,2013-12-12
CONSTRUÇÃO,160600,ARTHUR OLIVEIRA MAIA,DEM,BA,19450496000123,MIRANTE DA LAPA EMPREENDIMENTOS IMOBILIARIOS SPE LTDA,2013-12-26
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,204456,GUTEMBERG REIS,MDB,RJ,19468095000109,HODAR DISTRIBUIDORA DE PNEUS E BATERIAS LTDA,2014-01-03
"ARTES, CULTURA, ESPORTE E RECREAÇÃO",204544,ALEXANDRE FROTA,PSDB,SP,19527620000101,F.R.PUBLICIDADE E ATIVIDADES ARTISTICAS E DE ESPETACULOS LTDA.,2019-07-24
ATIVIDADES IMOBILIÁRIAS,204456,GUTEMBERG REIS,MDB,RJ,19585518000162,GW CORRETORA DE IMOVEIS LTDA,2014-01-24
COMÉRCIO VAREJISTA,204548,HEITOR FREIRE,PSL,CE,19668397000112,LUMENS CONSTRUCOES E ORGANIZACAO DE EVENTOS EIRELI,2017-11-27
OUTRAS ATIVIDADES PROFISSIONAIS,178843,MARX BELTRÃO,PSD,AL,19924680000168,SIQUEIRA RAMALHO CONSULTORIA EMPRESARIAL LTDA,2014-03-21
COMÉRCIO VAREJISTA,204358,BETO PEREIRA,PSDB,MS,19944736000146,ATHOS COMERCIO E PRESTACAO DE SERVICOS LTDA,2014-03-25
VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,204514,CORONEL TADEU,PSL,SP,19995146000142,"EXPRESS ONE CONSULTORIA, ASSESSORIA E SEGURANCA EMPRESARIAL - EIRELI",2014-04-01
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",74079,JOSÉ PRIANTE,MDB,PA,20008829000148,AGROINDUSTRIAL ACAI DA PRATA LTDA,2014-04-02
OUTRAS ATIVIDADES DE SERVIÇOS,204353,ALINE GURGEL,REPUBLICANOS,AP,20034355000109,UNIAO DAS CAMARAS E VEREADORES DO ESTADO DO AMAPA - UVEAP,2014-03-24
CONSTRUÇÃO,204391,JOSÉ NELTO,PODEMOS,GO,20116391000111,EMPREENDIMENTO LUCILENE II,2014-03-21
OUTRAS ATIVIDADES DE SERVIÇOS,74156,LEONARDO MONTEIRO,PT,MG,20183596000110,COM PARA RECONST DA UNIAO OPERARIA BENEFICENTE DE GOVAL,2005-09-12
ATIVIDADES IMOBILIÁRIAS,141431,FERNANDO COELHO FILHO,DEM,PE,20201491000146,CABANAS PARTICIPACOES E INVESTIMENTOS LTDA,2014-05-07
SAÚDE HUMANA E SERVIÇOS SOCIAIS,178839,JÉSSICA SALES,MDB,AC,20237155000153,"SALES, COMAR & PESSOPANE FILHO LTDA",2014-05-12
VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,74044,WILSON SANTIAGO,PTB,PB,20340017000103,WS INVESTIMENTOS E SERVICOS ADMINISTRATIVOS LTDA,2014-05-26
CONSTRUÇÃO,73788,RICARDO BARROS,PP,PR,20435853000163,RC1 INCORPORACOES LTDA,2014-05-28
CONSTRUÇÃO,73788,RICARDO BARROS,PP,PR,20435923000183,RC3 INCORPORACOES LTDA,2014-05-28
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,141408,CLEBER VERDE,REPUBLICANOS,MA,20444999000175,SAMCLER MOTOS LTDA,2014-06-11
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,178895,MISAEL VARELLA,PSD,MG,20628285000117,COVEPE COMERCIO DE VEICULOS PESADOS LTDA,1998-05-29
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,178895,MISAEL VARELLA,PSD,MG,20628285000206,COVEPE COMERCIO DE VEICULOS PESADOS LTDA,1998-05-29
COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,178895,MISAEL VARELLA,PSD,MG,20628285000389,COVEPE COMERCIO DE VEICULOS PESADOS LTDA,1998-05-29
AGÊNCIAS DE VIAGEM E TURISMO,204511,DAVID SOARES,DEM,SP,20708159000172,AGENCIA DE VIAGENS E TURISMO WONDERS LTDA,2014-07-24
AGÊNCIAS DE VIAGEM E TURISMO,204511,DAVID SOARES,DEM,SP,20708159000253,AGENCIA DE VIAGENS E TURISMO WONDERS LTDA,2014-07-24
OUTRAS ATIVIDADES PROFISSIONAIS,151208,LAERCIO OLIVEIRA,PP,SE,20753324000108,MS2 CONSULTORIA ESTRATEGICA E DESENVOLVIMENTO LTDA,2014-07-30
COMÉRCIO VAREJISTA,204510,FRANCO CARTAFINA,PP,MG,21206376000127,CARTAFINA E VENDRAMINI LTDA,2014-10-10
INDÚSTRIA AUTOMOBILÍSTICA E DE TRANSPORTE,141408,CLEBER VERDE,REPUBLICANOS,MA,21346350000184,RCL MOTORS DO BRASIL LTDA,2014-11-05
ATIVIDADES IMOBILIÁRIAS,198197,GREYCE ELIAS,AVANTE,MG,21371699000176,RECANTO DAS CEREJEIRAS EMPREENDIMENTOS IMOBILIARIOS LTDA,2014-11-10
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",204523,LUCAS GONZALEZ,NOVO,MG,21512669000132,SGON PARTICIPACOES E EMPREENDIMENTOS S.A.,2014-12-03
OUTRAS ATIVIDADES ADMINISTRATIVAS,204391,JOSÉ NELTO,PODEMOS,GO,21656344000123,C L M W EMPREENDIMENTOS LTDA,2016-01-04
COMÉRCIO VAREJISTA,178916,DANIEL COELHO,CIDADANIA,PE,21670909000127,ECO COMERCIO E CONVENIENCIA EIRELI,2015-01-13
"ATIVIDADES FINANCEIRAS, DE SEGUROS E SERVIÇOS RELACIONADOS",204528,ADRIANA VENTURA,NOVO,SP,21782400000176,JAP PARTICIPACOES E CONSULTORIA LTDA.,2015-01-30
COMÉRCIO VAREJISTA,178961,SHÉRIDAN,PSDB,RR,21812563000154,L JU COMERCIO DE ROUPAS E ACESSORIOS EIRELI,2015-02-02
SAÚDE HUMANA E SERVIÇOS SOCIAIS,204432,MARINA SANTOS,SOLIDARIEDADE,PI,21853928000199,MEDICINA DIAGNOSTICA POR IMAGEM EIRELI,2015-01-22
COMÉRCIO VAREJISTA,178961,SHÉRIDAN,PSDB,RR,21966526000109,POLTRONIERI & OLIVEIRA LTDA,2015-03-02
CONSTRUÇÃO,204391,JOSÉ NELTO,PODEMOS,GO,22032038000189,SPE RESIDENCIAL MINACU LTDA,2015-03-11
INDÚSTRIA ALIMENTÍCIA E DE BEBIDAS,204461,PAULO GANIME,NOVO,RJ,22057789000150,GTRM INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,2015-03-02
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",204358,BETO PEREIRA,PSDB,MS,22065344000111,AGROPECUARIA CACHOEIRAO LTDA,2015-03-17
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",204358,BETO PEREIRA,PSDB,MS,22065344000200,AGROPECUARIA CACHOEIRAO LTDA,2015-03-17
OUTRAS ATIVIDADES DE SERVIÇOS,74585,LINCOLN PORTELA,PL,MG,22127393000131,IGREJA BATISTA HEBROM,2005-09-12
VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,204541,EDUARDO BISMARCK,PDT,CE,22128336000177,EH MAIA BISMARCK CONSULTORIA EIRELI,2015-03-24
COMÉRCIO VAREJISTA,204463,WLADIMIR GAROTINHO,PSD,RJ,22279055000115,"OLIVEIRA & CARVALHO ARTIGOS DE CAMA, MESA E BANHO LTDA",2015-04-16
ALOJAMENTO E ALIMENTAÇÃO,204392,FRANCISCO JR.,PSD,GO,22388008000100,VIA EMPREENDIMENTOS LTDA,2015-05-06
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",194260,NIVALDO ALBUQUERQUE,PTB,AL,22506074000137,ALBUQUERQUE AGROPECUÁRIA ESPÍRITO SANTO LTDA,2016-02-22
VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,178896,NEWTON CARDOSO JR,MDB,MG,22619217000117,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217000206,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217000389,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217000460,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217000540,RIO RANCHO AGROPECUARIA SA,1999-05-04
VIGILÂNCIA E LOCAÇÃO DE MÃO-DE-OBRA TERCEIRIZADA,178896,NEWTON CARDOSO JR,MDB,MG,22619217000621,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217000702,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217000893,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217000974,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217001008,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217001199,RIO RANCHO AGROPECUARIA SA,1999-05-04
COMÉRCIO VAREJISTA,178896,NEWTON CARDOSO JR,MDB,MG,22619217001270,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217001350,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217001431,RIO RANCHO AGROPECUARIA SA,1999-05-04
INDÚSTRIA PETROQUÍMICA E BIOCOMBUSTÍVEIS,178896,NEWTON CARDOSO JR,MDB,MG,22619217001512,RIO RANCHO AGROPECUARIA SA,1999-05-04
INDÚSTRIA ALIMENTÍCIA E DE BEBIDAS,178896,NEWTON CARDOSO JR,MDB,MG,22619217001601,RIO RANCHO AGROPECUARIA SA,1999-05-04
INDÚSTRIA QUÍMICA,178896,NEWTON CARDOSO JR,MDB,MG,22619217001784,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217001865,RIO RANCHO AGROPECUARIA SA,1999-05-04
"AGRICULTURA, PECUÁRIA, PRODUÇÃO FLORESTAL, PESCA E AQÜICULTURA",178896,NEWTON CARDOSO JR,MDB,MG,22619217001946,RIO RANCHO AGROPECUARIA SA,1999-05-04
