"id_proposicao","nome_proposicao","data_apresentacao_proposicao","ementa_proposicao","autor","indexacao","tema","uri_tramitacao","obj_votacao","cod_sessao","data_votacao","hora_votacao","tipo_documento_votacao","numero_documento","link_documento_votacao"
"2118401","PEC 282/2016","24/11/2016","Altera a Constituição Federal para vedar as coligações nas eleições proporcionais, disciplinar a autonomia dos partidos políticos e estabelecer normas sobre fidelidade partidária e funcionamento parlamentar dos partidos políticos; e estabelece normas de transição.

NOVA EMENTA: Altera a Constituição Federal para vedar as coligações partidárias nas
eleições proporcionais, estabelecer normas sobre acesso dos partidos políticos aos recursos do fundo partidário e ao tempo de propaganda gratuito no rádio e na televisão e dispor sobre regras de transição."," Senado Federal - Ricardo Ferraço - PSDB/ES, Senado Federal - Ricardo Ferraço - PSDB/ES","Proibição, partido político, coligação partidária, eleição proporcional. _ Fixação, cláusula de barreira, partido político, percentual, voto, funcionamento parlamentar. _ Regulamentação, funcionamento parlamentar, candidato eleito, partido político. _ Critério, perda de mandado, político, Desfiliação partidária, fidelidade partidária. _ Regulação, partido político, Ideologia política, federação partidária.","Política, Partidos e Eleições","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2118401","DTQ. 4: PP - ART. 17-A, DA CONSTITUIÇÃO FEDERAL, ALTERADO PELO ART.1º DO SUBSTIT","16344",2017-09-27,"20:25","PEC",NA,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1510699"
"2138678","MPV 779/2017","22/05/2017","Estabelece critérios para a celebração de aditivos contratuais relativos às outorgas nos contratos de parceria no setor aeroportuário."," Poder Executivo, Poder Executivo","Critério, aditivo, contrato administrativo, cronograma, pagamento, processo de outorga, parceria-público privada, concessão (administração pública), setor aeroportuário.","Administração Pública, Viação, Transporte e Mobilidade","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2138678","PROJETO DE LEI DE CONVERSÃO Nº 31/2017","16340",2017-09-26,"18:38","PLV",31,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1600872"
"2139967","MPV 782/2017","31/05/2017","Estabelece a organização básica dos órgãos da Presidência da República e dos Ministérios.

NOVA EMENTA: Estabelece a organização básica dos órgãos da Presidência da República e dos Ministérios; altera a Lei nº 13.334, de 13 de setembro de 2016; e revoga a Lei nº 10.683, de 28 de maio de 2003, e a Medida Provisória nº 768, de 2 de fevereiro de 2017."," Poder Executivo, Poder Executivo","Organização administrativa, órgão púbico, Presidência da República, Ministério, competência. _Órgão   público, integração, Presidência da República, Casa Civil da Presidência da República, Secretaria de Governo da Presidência da República, Secretaria-Geral da Presidência da República, Gabinete pessoal do Presidente da República, Gabinete de Segurança Institucional da Presidência da República, assessoramento, Presidente da República, Conselho de Governo, Conselho de Desenvolvimento Econômico e Social (CDES), Conselho Nacional de Segurança Alimentar e Nutricional (CONSEA), Conselho Nacional de Política Energética (CNPE), Conselho Nacional de Integração de Políticas de Transportes (CONIT), Conselho do Programa de Parcerias de Investimentos da Presidência da República, Câmara de Comércio Exterior (CAMEX), Advogado-Geral da União, Assessoria Especial do Presidente da República, competência. 
_ Ministério da Agricultura, Pecuária e Abastecimento, Ministério das Cidades, Ministério da Ciência, Tecnologia, Inovações e Comunicações, Ministério da Cultura, Ministério da Defesa, Ministério do Desenvolvimento Social, Ministério dos Direitos Humanos, Ministério da Educação, Ministério do Esporte,  Ministério da Fazenda, Ministério da Indústria, Comércio  Exterior e Serviços, Ministério da Integração Nacional, Ministério da Justiça e Segurança Pública, Ministério do Meio Ambiente, Ministério de Minas e Energia, Ministério do Planejamento, Desenvolvimento e Gestão, Ministério do Trabalho, Ministério dos Transportes, Portos e Aviação Civil, Ministério do Turismo, Ministério das Relações Exteriores, Ministério da Saúde, Ministério da Transparência e Controladoria-Geral da União, competência. _Ministro de Estado, titular, ministério, Casa civil da Presidência da República, Secretaria de Governo da Presidência da República, Gabinete de Segurança Institucional da Presidência da República, Secretaria-Geral da Presidência da República, Advogado-Geral da União, Presidente,  Banco Central do Brasil (Bacen). _Criação, extinção, órgão público, cargo público, requisição, servidor público, transferência, competência, cargo efetivo, patrimônio. 
_Alteração, lei federal, Programa de Parcerias de Investimentos (PPI), exclusão, regulamentação, decreto, diretriz, estruturação, licitação, contratação, empreendimento público, infraestrutura, composição, Conselho do Programa de Parcerias de Investimentos da Presidência da República (CPPI), competência, secretário executivo.
_Revogação, Lei Orgânica da Presidência da República (2003).
_ Revogação, Medida Provisória, criação, Secretaria-Geral da Presidência da República, Ministério dos Direitos humanos, organização administrativa, Presidência da República, Ministério.","Administração Pública","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2139967","DTQ. 6: PSOL - INC. V DO ART. 23 DO PLV","16341",2017-09-26,"22:00","PLV",23,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1597877"
"2118401","PEC 282/2016","24/11/2016","Altera a Constituição Federal para vedar as coligações nas eleições proporcionais, disciplinar a autonomia dos partidos políticos e estabelecer normas sobre fidelidade partidária e funcionamento parlamentar dos partidos políticos; e estabelece normas de transição.

NOVA EMENTA: Altera a Constituição Federal para vedar as coligações partidárias nas
eleições proporcionais, estabelecer normas sobre acesso dos partidos políticos aos recursos do fundo partidário e ao tempo de propaganda gratuito no rádio e na televisão e dispor sobre regras de transição."," Senado Federal - Ricardo Ferraço - PSDB/ES, Senado Federal - Ricardo Ferraço - PSDB/ES","Proibição, partido político, coligação partidária, eleição proporcional. _ Fixação, cláusula de barreira, partido político, percentual, voto, funcionamento parlamentar. _ Regulamentação, funcionamento parlamentar, candidato eleito, partido político. _ Critério, perda de mandado, político, Desfiliação partidária, fidelidade partidária. _ Regulação, partido político, Ideologia política, federação partidária.","Política, Partidos e Eleições","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2118401","DTQ 14: PT - EXP. ""E ESTABELECER REGRAS SOBRE ESCOLHA, FORMAÇÃO...""","16334",2017-09-20,"21:02","PEC",NA,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1510699"
"2118401","PEC 282/2016","24/11/2016","Altera a Constituição Federal para vedar as coligações nas eleições proporcionais, disciplinar a autonomia dos partidos políticos e estabelecer normas sobre fidelidade partidária e funcionamento parlamentar dos partidos políticos; e estabelece normas de transição.

NOVA EMENTA: Altera a Constituição Federal para vedar as coligações partidárias nas
eleições proporcionais, estabelecer normas sobre acesso dos partidos políticos aos recursos do fundo partidário e ao tempo de propaganda gratuito no rádio e na televisão e dispor sobre regras de transição."," Senado Federal - Ricardo Ferraço - PSDB/ES, Senado Federal - Ricardo Ferraço - PSDB/ES","Proibição, partido político, coligação partidária, eleição proporcional. _ Fixação, cláusula de barreira, partido político, percentual, voto, funcionamento parlamentar. _ Regulamentação, funcionamento parlamentar, candidato eleito, partido político. _ Critério, perda de mandado, político, Desfiliação partidária, fidelidade partidária. _ Regulação, partido político, Ideologia política, federação partidária.","Política, Partidos e Eleições","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2118401","PROPOSTA DE EMENDA À CONSTITUIÇÃO - SEGUNDO TURNO","16335",2017-09-20,"23:30","PEC",NA,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1510699"
"2118401","PEC 282/2016","24/11/2016","Altera a Constituição Federal para vedar as coligações nas eleições proporcionais, disciplinar a autonomia dos partidos políticos e estabelecer normas sobre fidelidade partidária e funcionamento parlamentar dos partidos políticos; e estabelece normas de transição.

NOVA EMENTA: Altera a Constituição Federal para vedar as coligações partidárias nas
eleições proporcionais, estabelecer normas sobre acesso dos partidos políticos aos recursos do fundo partidário e ao tempo de propaganda gratuito no rádio e na televisão e dispor sobre regras de transição."," Senado Federal - Ricardo Ferraço - PSDB/ES, Senado Federal - Ricardo Ferraço - PSDB/ES","Proibição, partido político, coligação partidária, eleição proporcional. _ Fixação, cláusula de barreira, partido político, percentual, voto, funcionamento parlamentar. _ Regulamentação, funcionamento parlamentar, candidato eleito, partido político. _ Critério, perda de mandado, político, Desfiliação partidária, fidelidade partidária. _ Regulação, partido político, Ideologia política, federação partidária.","Política, Partidos e Eleições","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2118401","DTQ 9: PSD - §9º E, POR DECORRÊNCIA, DO §10 DO ART. 17-A DA CF...","16335",2017-09-20,"23:18","PEC",NA,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1510699"
"2118401","PEC 282/2016","24/11/2016","Altera a Constituição Federal para vedar as coligações nas eleições proporcionais, disciplinar a autonomia dos partidos políticos e estabelecer normas sobre fidelidade partidária e funcionamento parlamentar dos partidos políticos; e estabelece normas de transição.

NOVA EMENTA: Altera a Constituição Federal para vedar as coligações partidárias nas
eleições proporcionais, estabelecer normas sobre acesso dos partidos políticos aos recursos do fundo partidário e ao tempo de propaganda gratuito no rádio e na televisão e dispor sobre regras de transição."," Senado Federal - Ricardo Ferraço - PSDB/ES, Senado Federal - Ricardo Ferraço - PSDB/ES","Proibição, partido político, coligação partidária, eleição proporcional. _ Fixação, cláusula de barreira, partido político, percentual, voto, funcionamento parlamentar. _ Regulamentação, funcionamento parlamentar, candidato eleito, partido político. _ Critério, perda de mandado, político, Desfiliação partidária, fidelidade partidária. _ Regulação, partido político, Ideologia política, federação partidária.","Política, Partidos e Eleições","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2118401","DTQ 4: PPS - ART. 2º DA PROPOSIÇÃO ORIGINAL DA PEC 282/2016...","16334",2017-09-20,"19:08","PEC",282,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1510699"
"2118401","PEC 282/2016","24/11/2016","Altera a Constituição Federal para vedar as coligações nas eleições proporcionais, disciplinar a autonomia dos partidos políticos e estabelecer normas sobre fidelidade partidária e funcionamento parlamentar dos partidos políticos; e estabelece normas de transição.

NOVA EMENTA: Altera a Constituição Federal para vedar as coligações partidárias nas
eleições proporcionais, estabelecer normas sobre acesso dos partidos políticos aos recursos do fundo partidário e ao tempo de propaganda gratuito no rádio e na televisão e dispor sobre regras de transição."," Senado Federal - Ricardo Ferraço - PSDB/ES, Senado Federal - Ricardo Ferraço - PSDB/ES","Proibição, partido político, coligação partidária, eleição proporcional. _ Fixação, cláusula de barreira, partido político, percentual, voto, funcionamento parlamentar. _ Regulamentação, funcionamento parlamentar, candidato eleito, partido político. _ Critério, perda de mandado, político, Desfiliação partidária, fidelidade partidária. _ Regulação, partido político, Ideologia política, federação partidária.","Política, Partidos e Eleições","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2118401","DTQ 1: PCdoB - EXP. ""MAJORITÁRIAS, VEDADA A SUA CELEBRAÇÃO NAS ELEIÇÕES...""","16334",2017-09-20,"21:37","PEC",NA,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1510699"
"2118401","PEC 282/2016","24/11/2016","Altera a Constituição Federal para vedar as coligações nas eleições proporcionais, disciplinar a autonomia dos partidos políticos e estabelecer normas sobre fidelidade partidária e funcionamento parlamentar dos partidos políticos; e estabelece normas de transição.

NOVA EMENTA: Altera a Constituição Federal para vedar as coligações partidárias nas
eleições proporcionais, estabelecer normas sobre acesso dos partidos políticos aos recursos do fundo partidário e ao tempo de propaganda gratuito no rádio e na televisão e dispor sobre regras de transição."," Senado Federal - Ricardo Ferraço - PSDB/ES, Senado Federal - Ricardo Ferraço - PSDB/ES","Proibição, partido político, coligação partidária, eleição proporcional. _ Fixação, cláusula de barreira, partido político, percentual, voto, funcionamento parlamentar. _ Regulamentação, funcionamento parlamentar, candidato eleito, partido político. _ Critério, perda de mandado, político, Desfiliação partidária, fidelidade partidária. _ Regulação, partido político, Ideologia política, federação partidária.","Política, Partidos e Eleições","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2118401","DTQ 3: PSOL - §3º (CAPUT E INCISOS), DO ART. 17 DA CONSTITUIÇÃO FEDERAL...","16334",2017-09-20,"22:24","PEC",17,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1510699"
"2138918","MPV 781/2017","23/05/2017","Altera a Lei Complementar nº 79, de 7 de janeiro de 1994, para dispor sobre a transferência de recursos financeiros do Fundo Penitenciário Nacional, e a Lei nº 11.473, de 10 de maio de 2007, para permitir que os servidores que menciona prestem serviços, em caráter excepcional e voluntário, à Força Nacional de Segurança Pública, e dá outras providências.

NOVA EMENTA: Altera a Lei Complementar nº 79, de 7 de janeiro de 1994, para dispor sobre a transferência de recursos financeiros do Fundo Penitenciário Nacional (Funpen), a Lei nº 11.473, de 10 de maio de 2007, para permitir a prestação de serviços, em caráter excepcional e voluntário, à Secretaria Nacional de Segurança Pública (Senasp), na qual se inclui a Força Nacional de Segurança Pública (FNSP), e as Leis nºs 8.666, de 21 de junho de 1993, e 10.826, de 22 de dezembro de 2003; e revoga a Medida Provisória nº 755, de 19 de dezembro de 2016."," Poder Executivo, Poder Executivo","Alteração, Lei do Fundo Penitenciário Nacional, critério, aplicação, repasse, Estado (ente federado), Distrito Federal, Município, recursos, Fundo Penitenciário Nacional (FUNPEN), melhoria, modernização, Sistema Penitenciário Nacional, proibição, contingenciamento, recursos orçamentários,   requisito,   transferência, recursos, Organização da sociedade civil, administração, estabelecimento penal. _Licitação, Administração federal, edital, contratação, mão de obra, egresso, ressocialização. _Alteração, lei federal, cooperação federativa, segurança pública, Força Nacional de Segurança Pública, serviço voluntário, militar, policial, servidor público.","Direitos Humanos e Minorias, Defesa e Segurança","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2138918","DTQ. 3: PT - INC. II, DO § 1º, DO ART. 5º, DA LEI 11.473/2007","16333",2017-09-20,"16:45","PL",11,"-"
"117975","PEC 77/2003","02/06/2003","Suprime o § 5º do art. 14 e dá nova redação ao § 1º do art. 27, ao caput do art. 28, ao inciso I do art. 29, ao parágrafo único do art. 44, aos §§ 1º e 2º do art. 46 e ao caput do art. 82, para pôr fim à reeleição majoritária, determinar a simultaneidade das eleições e a duração de cinco anos dos mandatos para os cargos eletivos, nos níveis federal, estadual e municipal, nos Poderes Executivo e Legislativo.","Marcelo Castro - PMDB/PI","Aumento, mandato eletivo, Deputado Estadual, Deputado Federal, Deputado Distrital, Senador, Governador, Vice-Governador, Prefeito, Vice-Prefeito, Vereador, Presidente da República, Vice-Presidente da República, duração, legislatura, Congresso Nacional, proibição, reeleição, eleição majoritária, normas, garantia, simultaneidade, realização, eleições.","Administração Pública, Política, Partidos e Eleições","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=117975","ART. 45º, CONST. DO ART. 2º DO SUBSTITUTIVO, E ART. 3º DO SUBSTITUTIVO...","16331",2017-09-19,"22:24","SBT",NA,NA
"2118401","PEC 282/2016","24/11/2016","Altera a Constituição Federal para vedar as coligações nas eleições proporcionais, disciplinar a autonomia dos partidos políticos e estabelecer normas sobre fidelidade partidária e funcionamento parlamentar dos partidos políticos; e estabelece normas de transição.

NOVA EMENTA: Altera a Constituição Federal para vedar as coligações partidárias nas
eleições proporcionais, estabelecer normas sobre acesso dos partidos políticos aos recursos do fundo partidário e ao tempo de propaganda gratuito no rádio e na televisão e dispor sobre regras de transição."," Senado Federal - Ricardo Ferraço - PSDB/ES, Senado Federal - Ricardo Ferraço - PSDB/ES","Proibição, partido político, coligação partidária, eleição proporcional. _ Fixação, cláusula de barreira, partido político, percentual, voto, funcionamento parlamentar. _ Regulamentação, funcionamento parlamentar, candidato eleito, partido político. _ Critério, perda de mandado, político, Desfiliação partidária, fidelidade partidária. _ Regulação, partido político, Ideologia política, federação partidária.","Política, Partidos e Eleições","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2118401","DTQ 15: PRB - PREFER. P/ QUE O DTQ 4 (ART. 2º DA PEC) SEJA APRECIADO ANTES...","16332",2017-09-19,"23:40","PEC",NA,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1510699"
"2118401","PEC 282/2016","24/11/2016","Altera a Constituição Federal para vedar as coligações nas eleições proporcionais, disciplinar a autonomia dos partidos políticos e estabelecer normas sobre fidelidade partidária e funcionamento parlamentar dos partidos políticos; e estabelece normas de transição.

NOVA EMENTA: Altera a Constituição Federal para vedar as coligações partidárias nas
eleições proporcionais, estabelecer normas sobre acesso dos partidos políticos aos recursos do fundo partidário e ao tempo de propaganda gratuito no rádio e na televisão e dispor sobre regras de transição."," Senado Federal - Ricardo Ferraço - PSDB/ES, Senado Federal - Ricardo Ferraço - PSDB/ES","Proibição, partido político, coligação partidária, eleição proporcional. _ Fixação, cláusula de barreira, partido político, percentual, voto, funcionamento parlamentar. _ Regulamentação, funcionamento parlamentar, candidato eleito, partido político. _ Critério, perda de mandado, político, Desfiliação partidária, fidelidade partidária. _ Regulação, partido político, Ideologia política, federação partidária.","Política, Partidos e Eleições","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2118401","DTQ 4: PPS - ART. 2º DA PROPOSIÇÃO ORIGINAL DA PEC, DO SENADO FEDERAL...","16332",2017-09-19,"00:31","PEC",NA,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1510699"
"117975","PEC 77/2003","02/06/2003","Suprime o § 5º do art. 14 e dá nova redação ao § 1º do art. 27, ao caput do art. 28, ao inciso I do art. 29, ao parágrafo único do art. 44, aos §§ 1º e 2º do art. 46 e ao caput do art. 82, para pôr fim à reeleição majoritária, determinar a simultaneidade das eleições e a duração de cinco anos dos mandatos para os cargos eletivos, nos níveis federal, estadual e municipal, nos Poderes Executivo e Legislativo.","Marcelo Castro - PMDB/PI","Aumento, mandato eletivo, Deputado Estadual, Deputado Federal, Deputado Distrital, Senador, Governador, Vice-Governador, Prefeito, Vice-Prefeito, Vereador, Presidente da República, Vice-Presidente da República, duração, legislatura, Congresso Nacional, proibição, reeleição, eleição majoritária, normas, garantia, simultaneidade, realização, eleições.","Administração Pública, Política, Partidos e Eleições","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=117975","ART. 45, CONST. DO ART. 2º DO SUBSTITUTIVO, E ART. 3º DO SUBST...","16324",2017-09-13,"00:05","SBT",NA,NA
"2138679","MPV 780/2017","22/05/2017","Institui o Programa de Regularização de Débitos não Tributários junto às autarquias e fundações públicas federais e à Procuradoria-Geral Federal e dá outras providências.

NOVA EMENTA: Institui o Programa de Regularização de Débitos não Tributários (PRD) nas autarquias e fundações públicas federais e na Procuradoria-Geral Federal; altera as Leis nºs 10.522, de 19 de julho de 2002, e 8.213, de 24 de julho de 1991; e dá outras providências."," Poder Executivo, Poder Executivo","Criação, Programa de Regularização de Débitos não Tributários (PDR), quitação, débito não tributário, dívida, pessoa física, pessoa jurídica, autarquia, fundação pública, Procuradoria-Geral Federal (PGF), critério, adesão, benefício fiscal.  
_Alteração, lei federal, parcelamento, débito, empresário, sociedade empresária, recuperação judicial, crédito, autarquia, fundação pública. 
_Alteração, Lei de Benefícios da Previdência Social, inscrição, dívida ativa, Procuradoria-Geral Federal (PGF),crédito, Instituto Nacional do Seguro Social (INSS), benefício previdenciário, benefício assistencial, pagamento, indevido.","Previdência e Assistência Social, Finanças Públicas e Orçamento","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2138679","PROJETO  DE LEI DE CONVERSÃO Nº 28/2017","16321",2017-09-12,"22:08","PL",28,"-"
"2118401","PEC 282/2016","24/11/2016","Altera a Constituição Federal para vedar as coligações nas eleições proporcionais, disciplinar a autonomia dos partidos políticos e estabelecer normas sobre fidelidade partidária e funcionamento parlamentar dos partidos políticos; e estabelece normas de transição.

NOVA EMENTA: Altera a Constituição Federal para vedar as coligações partidárias nas
eleições proporcionais, estabelecer normas sobre acesso dos partidos políticos aos recursos do fundo partidário e ao tempo de propaganda gratuito no rádio e na televisão e dispor sobre regras de transição."," Senado Federal - Ricardo Ferraço - PSDB/ES, Senado Federal - Ricardo Ferraço - PSDB/ES","Proibição, partido político, coligação partidária, eleição proporcional. _ Fixação, cláusula de barreira, partido político, percentual, voto, funcionamento parlamentar. _ Regulamentação, funcionamento parlamentar, candidato eleito, partido político. _ Critério, perda de mandado, político, Desfiliação partidária, fidelidade partidária. _ Regulação, partido político, Ideologia política, federação partidária.","Política, Partidos e Eleições","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2118401","SUBSTITUTIVO DA COMISSÃO ESPECIAL","16315",2017-09-05,"18:38","SBT-A",NA,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1591205"
"2132523","MPV 776/2017","27/04/2017","Altera a Lei nº 6.015, de 31 de dezembro de 1973, que    dispõe sobre os registros públicos."," Poder Executivo, Poder Executivo","Alteração, Lei dos Registros Públicos, certidão de nascimento, registro de nascimento, naturalidade, opção, Município, hospital, residência,  inclusão, certidão de casamento.","Direito Civil e Processual Civil","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2132523","EMENDAS DO SENADO FEDERAL AO PLV Nº 24/2017","16314",2017-09-05,"12:09","PLV",24,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1584931"
"2148390","PLN 17/2017","17/08/2017","Altera o art. 2º e o Anexo IV da Lei nº 13.408, de 26 de dezembro de 2016, que dispõe sobre as diretrizes para a elaboração e execução da Lei Orçamentária de 2017, e o art. 2º e o Anexo IV da Lei nº 13.473, de 8 de agosto de 2017, que dispõe sobre as diretrizes para a elaboração e execução da Lei Orçamentária de 2018."," Presidência da República, Presidência da República",NA,"","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2148390","EMENDA Nº 19","16316",2017-09-05,"20:37","EMP",19,"-"
"2132524","MPV 777/2017","27/04/2017","Institui a Taxa de Longo Prazo - TLP, dispõe sobre a remuneração dos recursos do Fundo de Participação PIS-Pasep, do Fundo de Amparo ao Trabalhador e do Fundo da Marinha Mercante e dá outras providências.

NOVA EMENTA: Institui a Taxa de Longo Prazo (TLP); dispõe sobre a remuneração dos recursos do Fundo de Participação PIS-Pasep, do Fundo de Amparo ao Trabalhador (FAT) e do Fundo da Marinha Mercante (FMM) e sobre a remuneração dos financiamentos concedidos pelo Tesouro Nacional ao Banco Nacional de Desenvolvimento Econômico e Social (BNDES); altera as Leis nºs 8.019, de 11 de abril de 1990, 9.365, de 16 de dezembro de 1996, 10.893, de 13 de julho de 2004, e 10.849, de 23 de março de 2004; e dá outras providências."," Poder Executivo, Poder Executivo","Criação, taxa de juros, Taxa de Longo Prazo (TLP), remuneração, contrato, financiamento, Banco Nacional de Desenvolvimento Econômico e Social (BNDES), recursos,  PIS-PASEP, Fundo de Amparo ao Trabalhador (FAT), Fundo da Marinha Mercante (FMM), aplicação,  Instituição financeira oficial federal, remuneração, pro rata die, explicitação, operação financeira, Taxa de Juros de Longo Prazo (TJLP). _Alteração, lei federal, Banco Nacional de Desenvolvimento Econômico e Social (BNDES),determinação, operação financeira, financiamento,  recursos, Fundo de Amparo ao Trabalhador (FAT). _Alteração, lei federal, apuração,  Taxa de Juros de Longo Prazo (TJLP), metodologia, Conselho Monetário Nacional (CMN), divulgação, Banco Central do Brasil (BACEN). _Alteração, lei federal, critério, remuneração, financiamento, recursos, Fundo da Marinha Mercante (FMM). _ Alteração, lei federal, critério, União, equalização de taxas de juros, financiamento, Programa Nacional de Financiamento da Ampliação e Modernização da Frota Pesqueira Nacional (Profrota Pesqueira), remuneração.","Economia","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2132524","DTQ 11: PT - ART. 12 DO PLV Nº 27/2017","16308",2017-08-30,"15:12","PLV",27,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1590783"
"2148390","PLN 17/2017","17/08/2017","Altera o art. 2º e o Anexo IV da Lei nº 13.408, de 26 de dezembro de 2016, que dispõe sobre as diretrizes para a elaboração e execução da Lei Orçamentária de 2017, e o art. 2º e o Anexo IV da Lei nº 13.473, de 8 de agosto de 2017, que dispõe sobre as diretrizes para a elaboração e execução da Lei Orçamentária de 2018."," Presidência da República, Presidência da República",NA,"","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2148390","PROJETO DE LEI DO CONGRESSO NACIONAL","16309",2017-08-30,"01:13","PL",NA,"-"
"2148390","PLN 17/2017","17/08/2017","Altera o art. 2º e o Anexo IV da Lei nº 13.408, de 26 de dezembro de 2016, que dispõe sobre as diretrizes para a elaboração e execução da Lei Orçamentária de 2017, e o art. 2º e o Anexo IV da Lei nº 13.473, de 8 de agosto de 2017, que dispõe sobre as diretrizes para a elaboração e execução da Lei Orçamentária de 2018."," Presidência da República, Presidência da República",NA,"","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2148390","DTQ - PT - EMENDA Nº 19","16309",2017-08-30,"02:45","EMP",19,"-"
"117975","PEC 77/2003","02/06/2003","Suprime o § 5º do art. 14 e dá nova redação ao § 1º do art. 27, ao caput do art. 28, ao inciso I do art. 29, ao parágrafo único do art. 44, aos §§ 1º e 2º do art. 46 e ao caput do art. 82, para pôr fim à reeleição majoritária, determinar a simultaneidade das eleições e a duração de cinco anos dos mandatos para os cargos eletivos, nos níveis federal, estadual e municipal, nos Poderes Executivo e Legislativo.","Marcelo Castro - PMDB/PI","Aumento, mandato eletivo, Deputado Estadual, Deputado Federal, Deputado Distrital, Senador, Governador, Vice-Governador, Prefeito, Vice-Prefeito, Vereador, Presidente da República, Vice-Presidente da República, duração, legislatura, Congresso Nacional, proibição, reeleição, eleição majoritária, normas, garantia, simultaneidade, realização, eleições.","Administração Pública, Política, Partidos e Eleições","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=117975","DTQ 21: DEM - TORNAR PROPOSIÇÃO AUTÔNOMA: ART. 73, §1º; ART. 75; ART. 94, PARÁGR","16300",2017-08-23,"19:46","PEC",75,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1565311"
"117975","PEC 77/2003","02/06/2003","Suprime o § 5º do art. 14 e dá nova redação ao § 1º do art. 27, ao caput do art. 28, ao inciso I do art. 29, ao parágrafo único do art. 44, aos §§ 1º e 2º do art. 46 e ao caput do art. 82, para pôr fim à reeleição majoritária, determinar a simultaneidade das eleições e a duração de cinco anos dos mandatos para os cargos eletivos, nos níveis federal, estadual e municipal, nos Poderes Executivo e Legislativo.","Marcelo Castro - PMDB/PI","Aumento, mandato eletivo, Deputado Estadual, Deputado Federal, Deputado Distrital, Senador, Governador, Vice-Governador, Prefeito, Vice-Prefeito, Vereador, Presidente da República, Vice-Presidente da República, duração, legislatura, Congresso Nacional, proibição, reeleição, eleição majoritária, normas, garantia, simultaneidade, realização, eleições.","Administração Pública, Política, Partidos e Eleições","https://camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=117975","DTQ 3: PT - EXPR.: ""CORRESPONDENTE À 0,5% (CINCO DÉCIMOS POR CENTO) DA RECEITA""","16300",2017-08-23,"20:10","PEC",0,"http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1565311"
