id_deputado,cnpj_empresa,nome_doador,origem_receita,valor_doado
74585,00928091000120,JG MAQUINAS LTDA - EPP,Recursos de pessoas jurídicas,10000
74585,08107711000171,VIA SUL ENGENHARIA LTDA,Recursos de pessoas jurídicas,20000
74585,08517423000195,PARTIDO DA REPUBLICA - PR,Recursos de partido político,1530000
74585,08691904000112,COMISSAO DIRETORA PROVISORIA DO PARTIDO DA REPUBLICA DO ESTADO DE MINAS GERAIS,Recursos de partido político,4000
74585,17482365000100,EDITORA FAPI LTDA,Recursos de pessoas jurídicas,20080
74585,20568769000118,ELEICAO 2014 JOAO PIMENTA DA VEIGA FILHO GOVERNADOR,Recursos de outros candidatos/comitês,2494.3
74585,20572049000126,ELEICAO 2014 ANTONIO AUGUSTO JUNHO ANASTASIA SENADOR,Recursos de outros candidatos/comitês,3540.25
74585,24059610000129,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,Recursos de partido político,2400
196358,11391329000147,AMIGOS DE TANGUA MINIMERCADO LTDA - ME,Recursos de pessoas jurídicas,3790
196358,12771476000105,MINI MERCADO PORTO DA ROCA LIMITADA - ME,Recursos de pessoas jurídicas,3000
196358,15322994000130,I.B DA SILVA COMERCIO DE ALIMENTOS EIRELI,Recursos de pessoas jurídicas,27600
196358,20580653000102,ELEICAO 2014 PAULO CESAR MELO DE SA DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,3680
196358,20632466000117,ELEICAO 2014 COMITE FINANCEIRO RJ UNICO PMDB,Recursos de outros candidatos/comitês,5105
178879,01026483000247,NASA VEICULOS LTDA,Recursos de pessoas jurídicas,16200
178879,02935307000100,COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DAS MICRO REGIOES DE GOIANIA E ANAPOLIS LTDA,Recursos de pessoas jurídicas,120000
178879,03979930000127,SAEPAR SERVICOS E PARTICIPACOES S/A,Recursos de pessoas jurídicas,500000
178879,17180395000154,EXTRACARE SOLUCOES EM SAUDE LTDA,Recursos de pessoas jurídicas,100000
178879,18532307000107,SOLIDARIEDADE,Recursos de partido político,99986
178879,20565873000159,ELEICAO 2014 RONALDO RAMOS CAIADO SENADOR,Recursos de outros candidatos/comitês,50000
178879,20670028000143,ELEICAO 2014 COMITE FINANCEIRO GO UNICO SDD,Recursos de outros candidatos/comitês,239700
178879,51990695000137,BRADESCO VIDA E PREVIDENCIA S.A.,Recursos de pessoas jurídicas,250000
178879,60701190000104,ITAU UNIBANCO S.A.,Recursos de pessoas jurídicas,100000
178879,61198164000160,PORTO SEGURO COMPANHIA DE SEGUROS GERAIS,Recursos de pessoas jurídicas,300000
74478,01209414000198,PARTIDO SOCIAL LIBERAL,Recursos de partido político,100000
74478,04664075000128,BRASIMOB IMOBILIARIA LTDA - EPP,Recursos de pessoas jurídicas,5000
74478,08571008000110,SAUDESEG SISTEMAS DE SAUDE LTDA,Recursos de pessoas jurídicas,100000
74478,08778294000199,"SALEK & GONCALVES - CONSULTORIA, AUDITORIA, PERICIA EM ANALISES DE SINISTROS LTDA - ME",Recursos de pessoas jurídicas,10000
74478,24560443000103,GERENCIAL BRASITEC SERVICOS TECNICOS SA,Recursos de pessoas jurídicas,16000
74478,33054826000192,COMPANHIA EXCELSIOR DE SEGUROS,Recursos de pessoas jurídicas,156376.03
74478,42161414000142,LLOYD'S AMERICAS ADMINISTRACAO E CORRETAGEM DE SEGUROS E SERVICOS LTDA,Recursos de pessoas jurídicas,10000
74478,60907003000135,AJP EMPREENDIMENTOS E CONSTRUCOES LTDA,Recursos de pessoas jurídicas,50000
178931,00887169000105,PARTIDO PROGRESSISTA,Recursos de partido político,30000
178931,00942063000167,INSTITUTO DE NEUROLOGIA DE CURITIBA LTDA.,Recursos de pessoas jurídicas,10000
178931,01421697000137,PARTIDO SOCIALISTA BRASILEIRO,Recursos de partido político,50000
178931,01748735000160,SIGA BEM TRANSPORTES E LOGISTICA LTDA - ME,Recursos de pessoas jurídicas,2700
178931,02065702000189,J. A. GAI COMERCIO E EXTRACAO DE AREIA - EIRELI - EPP,Recursos de pessoas jurídicas,20000
178931,02686979000129,POSTO CANAL LESTE LTDA,Recursos de pessoas jurídicas,2798.81
178931,03871709000150,PSB DIRETORIO MUNICIPAL CURITIBA PR,Recursos de pessoas jurídicas,8000
178931,04772700000155,SCHARF LOCADORA DE VEICULOS LTDA - ME,Recursos de pessoas jurídicas,1500
178931,05289078000191,POSTO CANAL ALPHA LTDA,Recursos de pessoas jurídicas,2899.02
178931,07783710000184,DDVIEIRA SERVICOS EMPRESARIAIS E COMERCIO LTDA - ME,Recursos de pessoas jurídicas,2600
178931,08035554000136,POSTO CAMINHOS DO PARQUE LTDA.,Recursos de pessoas jurídicas,11596
178931,10315036000118,INDUSPAVER INDUSTRIA E COMERCIO LTDA - ME,Recursos de pessoas jurídicas,20000
178931,14007437000161,NUTRIAMIDOS DERIVADOS DA MANDIOCA LTDA,Recursos de pessoas jurídicas,200000
178931,15291223000122,POSTO TOP HAMMER LTDA,Recursos de pessoas jurídicas,17394
178931,17024578000180,PV TURISMO LTDA - ME,Recursos de pessoas jurídicas,4000
178931,20569317000150,ELEICAO 2014 CARLOS ROBERTO MASSA JUNIOR DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,3798
178931,20569792000127,ELEICAO 2014 PAULO HENRIQUE COLETTI FERNANDES DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,1980
178931,20570726000177,ELEICAO 2014 ELIO LINO RUSCH DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,30000
178931,20572328000190,ELEICAO 2014 CARLOS ALBERTO RICHA GOVERNADOR,Recursos de outros candidatos/comitês,13206.64
178931,42194191000110,NUTRICASH SERVICOS LTDA,Recursos de pessoas jurídicas,20000
178931,73856593000166,"PRATI, DONADUZZI & CIA LTDA",Recursos de pessoas jurídicas,50000
178931,75190983000175,FAMOSSUL MADEIRAS S/A,Recursos de pessoas jurídicas,20000
178931,76189406000126,CONDOR SUPER CENTER LTDA,Recursos de pessoas jurídicas,20000
178931,76424845000176,GRAMEIRA PEREIRA LTDA - EPP,Recursos de pessoas jurídicas,20000
178931,77637684000161,COTRANS LOCACAO DE VEICULOS LTDA,Recursos de pessoas jurídicas,84278.69
178931,77994838000172,MERCEARIA CAFE DA MANHA LTDA - ME,Recursos de pessoas jurídicas,18000
178931,78111267000143,COMERCIO DE MATERIAIS PARA CONSTRUCAO SCROCCARO LTDA,Recursos de pessoas jurídicas,30000
178931,78320397000196,CAPAL COOPERATIVA AGROINDUSTRIAL,Recursos de pessoas jurídicas,30000
178931,78339439000130,UNIMED DO ESTADO DO PARANA - FEDERACAO ESTADUAL DAS COOPERATIVAS MEDICAS,Recursos de pessoas jurídicas,45000
178931,78454014000172,CLAUDIO DUCCI,Recursos de pessoas jurídicas,150000
178931,80230774000148,"COOPERATIVA CENTRAL DE CREDITO E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ",Recursos de pessoas jurídicas,60000
178931,82083270000178,CONSTRUTORA SERRA DA PRATA LTDA,Recursos de pessoas jurídicas,50000
178954,01657467000171,VICTOR ADAUTO SALMAZO - EPP,Recursos de pessoas jurídicas,15000
178954,02714223000146,AUTO POSTO RIBEIRO LTDA,Recursos de pessoas jurídicas,100000
178954,04115428000130,AGUILERA & CIA LTDA,Recursos de pessoas jurídicas,105000
178954,04420916000151,EMAM - EMULSOES E TRANSPORTES LTDA,Recursos de pessoas jurídicas,20000
178954,04707821000113,SOJA - COMERCIO DE DERIVADOS DE PETROLEO LTDA - EPP,Recursos de pessoas jurídicas,27350
178954,07103838000150,SEC ENGENHARIA E CONSTRUTORA LTDA,Recursos de pessoas jurídicas,100000
178954,08286915000117,MOSQUINI & MOSQUINI LTDA - ME,Recursos de pessoas jurídicas,17500
178954,09185997000176,GUGA CELL LTDA - ME,Recursos de pessoas jurídicas,10000
178954,10408092000105,TRACTOR-TERRA PECAS P/ TRATORES LTDA - ME,Recursos de pessoas jurídicas,50000
178954,11601349000103,E. M. COMERCIO DE COMBUSTIVEIS LTDA - EPP,Recursos de pessoas jurídicas,9996
178954,13277519000163,R. D. VALLE - EPP,Recursos de pessoas jurídicas,17500
178954,20629347000105,STAR TUR VIAGENS E TURISMO LTDA - EPP,Recursos de pessoas jurídicas,49500
178954,22862072000180,CONSTRUTORA DALLA VALLE LTDA - EPP,Recursos de pessoas jurídicas,22500
178954,84550847000130,SANCHEZ & FELISZYN TRANSPORTES LTDA - EPP,Recursos de pessoas jurídicas,1000
178954,84638196000134,PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO,Recursos de partido político,20000
160510,05514905000101,TECNOPAV ENGENHARIA LTDA,Recursos de pessoas jurídicas,4000
160510,10814822000160,AUTO POSTO MANERICH LTDA - EPP,Recursos de pessoas jurídicas,3001.68
160510,19695105000130,PERFIL COMUNICACAO E PUBLICIDADE LTDA - ME,Recursos de pessoas jurídicas,500
160510,20497872000114,ELEICAO 2014 COMITE FINANCEIRO MG UNICO PT DO B,Recursos de outros candidatos/comitês,1673989.68
160510,20572252000100,ELEICAO 2014 ARLETE GONCALVES SANTOS MAGALHAES DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,520
160510,26198515000484,SEMPRE EDITORA LTDA,Recursos de pessoas jurídicas,2550
160510,59933952000100,DIRETORIO NACIONAL - PARTIDO TRABALHISTA DO BRASIL,Recursos de partido político,222202.23
160510,61186680000174,BANCO BMG SA,Recursos de pessoas jurídicas,100000
162332,00887169000105,PARTIDO PROGRESSISTA,Recursos de partido político,200000
162332,00993264000193,INTEGRADA COOPERATIVA AGROINDUSTRIAL,Recursos de pessoas jurídicas,30000
162332,03653474000120,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,Recursos de partido político,45000
162332,04168286000170,ARTE DO SABER ENSINO PRE-ESCOLAR E FUNDAMENTAL LTDA - ME,Recursos de pessoas jurídicas,2500
162332,04548589000118,LSL TRANSPORTES LTDA.,Recursos de pessoas jurídicas,30000
162332,08517423000195,PARTIDO DA REPUBLICA - PR,Recursos de partido político,1900000
162332,20569527000149,ELEICAO 2014 EVANDRO BUQUERA DE FREITAS OLIVEIRA JUNIOR DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,940.53
162332,20572328000190,ELEICAO 2014 CARLOS ALBERTO RICHA GOVERNADOR,Recursos de outros candidatos/comitês,1756.6399999999999
162332,77521375000121,ELCO - ENGENHARIA DE MONTAGENS LTDA,Recursos de pessoas jurídicas,30000
162332,78956968000183,COCARI - COOPERATIVA AGROPECUARIA E INDUSTRIAL,Recursos de pessoas jurídicas,30000
162332,79544227000158,ECTOM ENGENHARIA E MONTAGENS LTDA - EPP,Recursos de pessoas jurídicas,3000
162332,80230774000148,"COOPERATIVA CENTRAL DE CREDITO E INVESTIMENTO DOS ESTADOS DO PARANA, SAO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ",Recursos de pessoas jurídicas,20000
162332,89729156000111,KURASHIKI DO BRASIL TEXTIL LTDA.,Recursos de pessoas jurídicas,50000
74784,01421697000137,PARTIDO SOCIALISTA BRASILEIRO,Recursos de outros candidatos/comitês,100000
74784,10308997000103,HALLEY SA GRAFICA E EDITORA,Recursos de pessoas jurídicas,11325
74784,20560214000120,ELEICAO 2014 JOSE PAVAN JUNIOR DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,4125
74784,20560442000108,ELEICAO 2014 DANIEL ANNENBERG DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,3000
74784,20946469000125,ELEICAO 2014 COMITE FINANCEIRO DF NACIONAL PARA PRESIDENTE DA REPUBLICA PSB,Recursos de outros candidatos/comitês,230000
74784,49300155000132,CENTREVILLE SERVICOS AUTOMOTIVOS LIMITADA,Recursos de pessoas jurídicas,1000
74784,61264610000197,AUTO POSTO BOACAVA LTDA,Recursos de pessoas jurídicas,1000
74784,63935829000104,SPIRAL DO BRASIL LTDA,Recursos de pessoas jurídicas,10750
178866,00676262000170,PARTIDO DOS TRABALHADORES,Recursos de partido político,665010.45
178866,06017891000175,PB CONSTRUCOES LTDA,Recursos de pessoas jurídicas,6350
178866,13568705000151,COSMOPOLITAN EMPREEDIMENTOS IMOBILIARIOS SPE - LTDA,Recursos de pessoas jurídicas,10000
178866,15575338000149,K & E CONSTUCOES LOCACOES E EVENTOS LTDA - ME,Recursos de pessoas jurídicas,4000
166402,01250348000108,OCM CONSTRUTORA LTDA,Recursos de pessoas jurídicas,90000
166402,01753713000199,DI ROMA EMPREENDIMENTOS IMOBILIARIOS LTDA,Recursos de pessoas jurídicas,600000
166402,08517423000195,PARTIDO DA REPUBLICA - PR,Recursos de partido político,500000
166402,20561446000100,ELEICAO 2014 ALSUERES MARIANO CORREIA JUNIOR DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,2375
166402,27183425000210,CONTEK ENGENHARIA S/A,Recursos de pessoas jurídicas,200000
166402,30090575000103,RODOCON CONSTRUCOES RODOVIARIAS LTDA,Recursos de pessoas jurídicas,250000
146788,00933353000144,ACAO CONTACT CENTER LTDA,Recursos de pessoas jurídicas,300000
146788,04447624000102,ALE POSTOS DE SERVICOS LTDA,Recursos de pessoas jurídicas,5000
146788,04631282000186,EMPRESA BRASILEIRA DO QUARTZO LTDA,Recursos de pessoas jurídicas,70000
146788,07169547000164,PARTIDO HUMANISTA DA SOLIDARIEDADE,Recursos de partido político,4000
146788,07773547000179,"E.P.O - EMPREENDIMENTOS, PARTICIPACOES E OBRAS LTDA",Recursos de pessoas jurídicas,10000
146788,07992397000194,DISTRIBUIDORA DE PERIODICOS BETIM LTDA - EPP,Recursos de pessoas jurídicas,1500
146788,08343492000120,MRV ENGENHARIA E PARTICIPACOES SA,Recursos de pessoas jurídicas,50000
146788,15102288000182,CONSTRUTORA NORBERTO ODEBRECHT S A,Recursos de pessoas jurídicas,30000
146788,15739283000165,VIDA NOVA LIVRARIA E PAPELARIA EIRELI - ME,Recursos de pessoas jurídicas,7816
146788,17202383000183,CONSTRUTORA CAPARAO SA,Recursos de pessoas jurídicas,20000
146788,17635277000193,METALSIDER LTDA,Recursos de pessoas jurídicas,123600
146788,19403252000190,EMCCAMP RESIDENCIAL S.A.,Recursos de pessoas jurídicas,50000
146788,20576675000190,ELEICAO 2014 CLAUDIO DE FARIA MACIEL DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,2800
146788,20577183000110,ELEICAO 2014 IRAN ALMEIDA BARBOSA DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,4597.5
146788,23314594000100,ALESAT COMBUSTIVEIS S.A.,Recursos de pessoas jurídicas,10000
146788,26198515000484,SEMPRE EDITORA LTDA,Recursos de pessoas jurídicas,205634.4
146788,61186680000174,BANCO BMG SA,Recursos de pessoas jurídicas,70000
178983,07171495000160,INTEGRA EDITORA GRAFICA LTDA - EPP,Recursos de pessoas jurídicas,6700
178983,08517423000195,PARTIDO DA REPUBLICA - PR,Recursos de partido político,950000
178983,08701595000114,DIRETORIO REGIONAL DO PARTIDO DA REPUBLICA - SAO PAULO,Recursos de partido político,200000
178983,20517352000126,ELEICAO 2014 COMITE FINANCEIRO SP UNICO PR,Recursos de outros candidatos/comitês,228702.25
178983,20560273000106,ELEICAO 2014 ESTEVAM GALVAO DE OLIVEIRA DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,8433.73
178983,20560434000153,ELEICAO 2014 ANDRE LUIS DO PRADO DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,199721.4
178983,20560489000163,ELEICAO 2014 ARMANDO TAVARES FILHO DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,7118.5
178983,20560607000133,ELEICAO 2014 ANA PAULA ROSSI DE ALMEIDA MAGDESIAN DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,13842.97
178983,20560640000163,ELEICAO 2014 RICARDO ROSSI MADALENA DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,535
178983,20560707000160,ELEICAO 2014 MARCO AURELIO DOS SANTOS NEVES DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,6.38
178983,20560768000127,ELEICAO 2014 ORLANDO MORANDO JUNIOR DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,260
178983,20561011000158,ELEICAO 2014 EVALDO MENDONCA DA SILVA DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,525
178983,20592593000130,ELEICAO 2014 COMITE FINANCEIRO SP UNICO PT,Recursos de outros candidatos/comitês,110309.18
179001,00676213000138,PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO - DIRETORIO NACIONAL,Recursos de partido político,50000
179001,02507334000181,SULINA COMERCIO DE OLEOS LTDA,Recursos de pessoas jurídicas,150000
179001,04853691000127,BRIPAC CONSTRUCAO E SERVICOS LTDA,Recursos de pessoas jurídicas,5000
179001,07633156000159,SINDICATO DAS EMPRESAS DE TRANSPORTE DE CARGAS DE CARAZINHO E REGIAO,Recursos de pessoas jurídicas,1500
179001,10378564000116,MELNICK EVEN OPALA EMPREENDIMENTO IMOBILIARIO LTDA,Recursos de pessoas jurídicas,5000
179001,10407011000144,EBRAX ENGENHARIA E CONSTRUCAO DO BRASIL LTDA,Recursos de pessoas jurídicas,5000
179001,11234954000185,CMPC CELULOSE RIOGRANDENSE LTDA,Recursos de pessoas jurídicas,20000
179001,20569767000143,ELEICAO 2014 MICHEL MIGUEL ELIAS TEMER LULIA VICE-PRESIDENTE,Recursos de outros candidatos/comitês,474288.75
179001,20603433000149,ELEICAO 2014 COMITE FINANCEIRO RS UNICO PMDB,Recursos de outros candidatos/comitês,21000
179001,42150391000170,BRASKEM S/A,Recursos de pessoas jurídicas,30000
179001,60701190000104,ITAU UNIBANCO S.A.,Recursos de pessoas jurídicas,50000
179001,87582714000133,PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO,Recursos de partido político,47500
179001,87678934000165,DAGOBERTO BARCELLOS S/A,Recursos de pessoas jurídicas,3000
179001,88379771000182,CALCADOS BEIRA RIO S/A,Recursos de pessoas jurídicas,2000
179001,88944558000176,PILECCO NOBRE ALIMENTOS LTDA,Recursos de pessoas jurídicas,15000
179001,89317697000132,TW TRANSPORTES E LOGISTICA LTDA,Recursos de pessoas jurídicas,10000
179001,89844922000199,FELTRIN SEMENTES LTDA.,Recursos de pessoas jurídicas,2000
179001,90063470000197,CONPASUL CONSTRUCAO E SERVICOS LTDA,Recursos de pessoas jurídicas,5000
179001,90515024000176,SD - CONSULTORIA E ENGENHARIA LTDA,Recursos de pessoas jurídicas,10000
179001,93015006000113,COMPANHIA ZAFFARI COMERCIO E INDUSTRIA,Recursos de pessoas jurídicas,10000
150418,01855960000104,MEGA POSTO BERIMBAU LTDA - ME,Recursos de pessoas jurídicas,2190.15
150418,03834813000175,UNIVERSAL INDUSTRIA GRAFICA E EDITORA LTDA - ME,Recursos de pessoas jurídicas,2554
150418,07665132000181,PARTIDO REPUBLICANO BRASILEIRO - PRB,Recursos de partido político,50000
150418,08666672000142,PRB- PARTIDO REPUBLICANO BRASILEIRO,Recursos de partido político,589
150418,13486576000152,VERTICAL ENGENHARIA LTDA,Recursos de pessoas jurídicas,7500
150418,13959986000173,SERTENGE S/A,Recursos de pessoas jurídicas,30000
150418,17251379000105,NATALINO JORGE SANTOS VIEIRA 78506700515,Recursos de pessoas jurídicas,2228
150418,34085779000107,V F DE ANDRADE - EPP,Recursos de pessoas jurídicas,2000
150418,66455536000100,EMPRESA DE TRANSPORTES APOTEOSE LTDA,Recursos de pessoas jurídicas,13200
160535,00676262000170,PARTIDO DOS TRABALHADORES,Recursos de partido político,95000
160535,01570898000104,ADVOCACIA GARIBALDI-ASSESSORIA JURIDICA - EPP,Recursos de pessoas jurídicas,5000
160535,03820972000110,SALVADORI INCORPORACOES E PARTICIPACOES LTDA.,Recursos de pessoas jurídicas,5000
160535,09158160000138,3SB - LOGISTICA E SERVICOS DE TRANSPORTES LTDA.,Recursos de pessoas jurídicas,5000
160535,13524791000109,JORGE LUIZ DE QUADROS - ME,Recursos de pessoas jurídicas,750
160535,91662783000124,PREMAR EMPREENDIMENTOS IMOBILIARIOS LTDA,Recursos de pessoas jurídicas,5000
160535,97543592000120,MARLON LUIS CARDOSO 63331810053,Recursos de pessoas jurídicas,1000
171619,16847535000132,PARTIDO DOS TRABALHADORES PT,Recursos de partido político,150751.33
171619,17469701000177,ARCELORMITTAL BRASIL S.A.,Recursos de pessoas jurídicas,30000
171619,17745613000150,SUPERMERCADO BAHAMAS LTDA,Recursos de pessoas jurídicas,10000
171619,20576635000149,ELEICAO 2014 JOSUE CHRISTIANO GOMES DA SILVA SENADOR,Recursos de pessoas jurídicas,2150
171619,20581788000184,ELEICAO 2014 MARILIA APARECIDA CAMPOS DEPUTADO ESTADUAL,Recursos de pessoas jurídicas,575
171619,20581797000175,ELEICAO 2014 CARLOS MAGNO RIBEIRO COSTA DEPUTADO ESTADUAL,Recursos de pessoas jurídicas,2000
171619,20609045000175,ELEICAO 2014 COMITE FINANCEIRO MG UNICO PT,Recursos de outros candidatos/comitês,12156.53
74398,00391648000136,ODONE RODRIGUES INVESTIMENTOS IMOBILIARIOS LTDA.  - ME,Recursos de pessoas jurídicas,10000
74398,00676262000170,PARTIDO DOS TRABALHADORES,Recursos de partido político,223250
74398,00940956000173,COMIL ONIBUS S.A.,Recursos de pessoas jurídicas,10000
74398,01109184000438,UNIVERSO ONLINE S/A,Recursos de pessoas jurídicas,1.2999999999999998
74398,02301582000171,IRIZAR BRASIL LTDA.,Recursos de pessoas jurídicas,10000
74398,03327988000196,MINERACAO CORUMBAENSE REUNIDA S.A.,Recursos de pessoas jurídicas,200000
74398,04492733000141,UNIAO DE FACULDADES DO AMAPA LTDA,Recursos de pessoas jurídicas,200000
74398,04656940000194,SOCIEDADE EDUCACIONAL ID LTDA - EPP,Recursos de pessoas jurídicas,10000
74398,08343492000120,MRV ENGENHARIA E PARTICIPACOES SA,Recursos de pessoas jurídicas,100000
74398,58560012000150,EDITORA SOL SOFT'S E LIVROS LIMITADA,Recursos de pessoas jurídicas,50000
74398,61646980000199,OBJETIVO PROPAGANDA PROMOCOES PESQUISAS E COMUNICACOES LTDA,Recursos de pessoas jurídicas,50000
74398,88610324000192,AGRALE SOCIEDADE ANONIMA,Recursos de pessoas jurídicas,5000
74398,88611835000129,MARCOPOLO SA,Recursos de pessoas jurídicas,30000
74398,91340083000113,PT - PARTIDO DOS TRABALHADORES DIRETORIO REGIONAL,Recursos de partido político,133000
74398,92598739000165,J M PARTICIPACOES E ADMINISTRACAO LTDA,Recursos de pessoas jurídicas,10000
74398,93015006000113,COMPANHIA ZAFFARI COMERCIO E INDUSTRIA,Recursos de pessoas jurídicas,25000
74398,93785822000106,SAN MARINO ONIBUS LTDA,Recursos de pessoas jurídicas,10000
74398,94467107000198,MESCLAR HOME CARE - EIRELI,Recursos de pessoas jurídicas,6000
74398,96919311000128,ABASTECEDORA DE COMBUSTIVEIS BUTIA LTDA,Recursos de pessoas jurídicas,1000
178956,03653474000120,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,Recursos de partido político,120000
178956,04218548000163,CONSTRUTORA OURO VERDE LTDA,Recursos de pessoas jurídicas,39947
178956,04891507000133,R. J. CRUZ JUNIOR - EPP,Recursos de pessoas jurídicas,40000
178956,05401771000104,"ORNELAS COMERCIO, SERVICOS E LOCACAO DE MAO-DE-OBRA LTDA",Recursos de pessoas jurídicas,3000
178956,06787645000100,TRANSPORTADORA 19 DE ABRIL LTDA - ME,Recursos de pessoas jurídicas,30000
178956,09295914000100,19 DE ABRIL COMERCIO LTDA - ME,Recursos de pessoas jurídicas,30000
178956,10917103000174,RAD IMAGEM S/S LTDA,Recursos de pessoas jurídicas,11000
178956,20604603000100,ELEICAO 2014 RUBENS MOREIRA MENDES FILHO SENADOR,Recursos de outros candidatos/comitês,100000
178956,84750538000103,AMAZON FORT SOLUCOES AMBIENTAIS LTDA,Recursos de pessoas jurídicas,50000
74158,02480040000103,ARTE & MIDIA COMUNICAO LTDA - EPP,Recursos de pessoas jurídicas,20300
74158,02549937000146,HEART CONSULTORIA MEDICA - EPP,Recursos de pessoas jurídicas,40000
74158,02900094000180,BAZAR DA EPOCA LTDA - ME,Recursos de pessoas jurídicas,5000
74158,04714441000106,ARGEX REPRESENTACOES LTDA - EPP,Recursos de pessoas jurídicas,8000
74158,07388132000181,CLAOL PRODUCOES GRAFICAS LTDA - ME,Recursos de pessoas jurídicas,6500
74158,08752137000104,HOSPITAL RIO LARANJEIRAS LTDA,Recursos de pessoas jurídicas,250000
74158,09403899000168,"PRIUS PLANEJAMENTO, GESTAO E TECNOLOGIA DA INFORMACAO - EIRELI - EPP",Recursos de pessoas jurídicas,30000
74158,10721422000100,HH CONSULTORIA LTDA - ME,Recursos de pessoas jurídicas,12000
74158,11279865000155,M H MED. SERVICOS MEDICOS HOSPITALARES LTDA,Recursos de pessoas jurídicas,650000
74158,11512269000173,CMC TRANSPORTES ESPECIAIS LTDA - EPP,Recursos de pessoas jurídicas,100000
74158,17359233000188,TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU SA,Recursos de pessoas jurídicas,120000
74158,18268961000147,PARTIDO DEMOCRATICO TRABALHISTA,Recursos de partido político,4000
74158,20501231000196,ELEICAO 2014 COMITE FINANCEIRO DF NACIONAL PARA PRESIDENTE DA REPUBLICA PDT,Recursos de outros candidatos/comitês,100000
74158,20572252000100,ELEICAO 2014 ARLETE GONCALVES SANTOS MAGALHAES DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,210
74158,20573989000130,ELEICAO 2014 CASSIO ANTONIO FERREIRA SOARES DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,585
74158,20574764000106,ELEICAO 2014 RODRIGO BATISTA DE CASTRO DEPUTADO FEDERAL,Recursos de outros candidatos/comitês,2382.43
74158,22266175001583,FERTILIZANTES HERINGER S.A.,Recursos de pessoas jurídicas,50000
74158,25385626000194,HUGO CALCADOS LTDA - EPP,Recursos de pessoas jurídicas,10000
74158,28675056000165,3 D DIAGNOSE LTDA,Recursos de pessoas jurídicas,50000
74158,30869986000100,CLINICA OBSTETRICA SANTA MARIA MADALENA LTDA,Recursos de pessoas jurídicas,250000
74158,60894730000105,USINAS SIDERURGICAS DE MINAS GERAIS S/A. USIMINAS,Recursos de pessoas jurídicas,50000
74158,68528033000142,GEFERSON CALCADOS LTDA - EPP,Recursos de pessoas jurídicas,10000
74158,73819179000187,POST CARE SERVICOS MEDICOS - EPP,Recursos de pessoas jurídicas,25000
178858,00379172000118,GRAFICA E EDITORA BRASIL LTDA,Recursos de pessoas jurídicas,20937
178858,00887169000105,PARTIDO PROGRESSISTA,Recursos de partido político,1375000
178858,15137680000167,"EBISA ENGENHARIA BRASILEIRA, INDUSTRIA E SANEAMENTO LTDA",Recursos de pessoas jurídicas,5000
178858,16404287001399,SUZANO PAPEL E CELULOSE S.A.,Recursos de pessoas jurídicas,31560.49
178858,20563798000197,ELEICAO 2014 JURANDY CUNHA OLIVEIRA DEPUTADO ESTADUAL,Recursos de outros candidatos/comitês,515
178858,20570914000103,ELEICAO 2014 RUI COSTA DOS SANTOS GOVERNADOR,Recursos de outros candidatos/comitês,34827.56
178858,42150391000170,BRASKEM S/A,Recursos de pessoas jurídicas,30000
178858,44023661000108,U T C ENGENHARIA S/A,Recursos de pessoas jurídicas,100000
178843,01308052000192,PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO - PMDB - DIRETORIO,Recursos de partido político,1000000
178843,12229415000110,S A USINA CORURIPE ACUCAR E ALCOOL,Recursos de pessoas jurídicas,150000
